"id","name","pattern","primary_muscle","primary_region","secondary_muscles","cns_load","skill_level","compound","is_complex_lift","is_unilateral","metric_type","discipline_tags","equipment_tags","description","coaching_cues","substitution_group","user_id","primary_discipline","tags","fatigue_factor","stimulus_factor","injury_risk_factor","min_recovery_hours"
"390","Handstand Hold","vertical_push","chest","upper body","[]","moderate","intermediate","True","False","False","reps","[]","[]","","[]","","","CrossFit","[]","0.6","0.8","0.4","48"
"51","Calf Raise","isolation","calves","anterior lower","[]","very_low","beginner","False","False","False","reps","['hypertrophy']","['machine', 'dumbbell', 'bodyweight']","","[]","calf_raise","","Bodybuilding","[]","0.1","0.5","0.2","12"
"168","Hyperextensions (Back Extensions)","isolation","lower_back","posterior lower","['glutes', 'hamstrings']","moderate","intermediate","False","False","False","reps","['strength']","['other']","","['Lie face down on a hyperextension bench, tucking your ankles securely under the footpads.', 'Adjust the upper pad if possible so your upper thighs lie flat across the wide pad, leaving enough room for you to bend at the waist without any restriction.', 'With your body straight, cross your arms in front of you (my preference) or behind your head. This will be your starting position. Tip: You can also hold a weight plate for extra resistance in front of you under your crossed arms.', 'Start bending forward slowly at the waist as far as you can while keeping your back flat. Inhale as you perform this movement. Keep moving forward until you feel a nice stretch on the hamstrings and you can no longer keep going without a rounding of the back. Tip: Never round the back as you perform this exercise. Also, some people can go farther than others. The key thing is that you go as far as your body allows you to without rounding the back.', 'Slowly raise your torso back to the initial position as you inhale. Tip: Avoid the temptation to arch your back past a straight line. Also, do not swing the torso at any time in order to protect the back from injury.', 'Repeat for the recommended amount of repetitions.']","hyperextensions","","Bodybuilding","[]","0.4","0.6","0.4","24"
"169","Hyperextensions With No Hyperextension Bench","horizontal_push","lower_back","posterior lower","['glutes', 'hamstrings']","moderate","intermediate","False","False","False","reps","['strength']","['none']","","['With someone holding down your legs, slide yourself down to the edge a flat bench until your hips hang off the end of the bench. Tip: Your entire upper body should be hanging down towards the floor. Also, you will be in the same position as if you were on a hyperextension bench but the range of motion will be shorter due to the height of the flat bench vs. that of the hyperextension bench.', 'With your body straight, cross your arms in front of you (my preference) or behind your head. This will be your starting position. Tip: You can also hold a weight plate for extra resistance in front of you under your crossed arms.', 'Start bending forward slowly at the waist as far as you can while keeping your back flat. Inhale as you perform this movement. Keep moving forward until you almost touch the floor or you feel a nice stretch on the hamstrings (whichever comes first). Tip: Never round the back as you perform this exercise.', 'Slowly raise your torso back to the initial position as you exhale. Tip: Avoid the temptation to arch your back past a straight line. Also, do not swing the torso at any time in order to protect the back from injury.', 'Repeat for the recommended amount of repetitions.']","hyperextensions_with_no_hyperextension_bench","","All","[]","0.4","0.6","0.4","24"
"170","Iliotibial Tract-SMR","mobility","adductors","lower body","[]","moderate","intermediate","False","False","False","reps","['stretching']","['foam roll']","","['Lay on your side, with the bottom leg placed onto a foam roller between the hip and the knee. The other leg can be crossed in front of you.', 'Place as much of your weight as is tolerable onto your bottom leg; there is no need to keep your bottom leg in contact with the ground. Be sure to relax the muscles of the leg you are stretching.', 'Roll your leg over the foam from you hip to your knee, pausing for 10-30 seconds at points of tension. Repeat with the opposite leg.']","iliotibial_tract_smr","","Mobility","[]","0.4","0.6","0.4","24"
"171","Inchworm","mobility","hamstrings","posterior lower","[]","moderate","intermediate","False","False","False","reps","['stretching']","['none']","","['Stand with your feet close together. Keeping your legs straight, stretch down and put your hands on the floor directly in front of you. This will be your starting position.', 'Begin by walking your hands forward slowly, alternating your left and your right. As you do so, bend only at the hip, keeping your legs straight.', 'Keep going until your body is parallel to the ground in a pushup position.', 'Now, keep your hands in place and slowly take short steps with your feet, moving only a few inches at a time.', 'Continue walking until your feet are by hour hands, keeping your legs straight as you do so.']","inchworm","","Mobility","[]","0.4","0.6","0.4","24"
"391","Single-Leg Squats","squat","quadriceps","lower body","[]","moderate","intermediate","True","False","False","reps","[]","[]","","[]","","","CrossFit","[]","0.6","0.8","0.4","48"
"392","Sit-Ups","conditioning","full_body","full body","[]","moderate","intermediate","True","False","False","reps","[]","[]","","[]","","","CrossFit","[]","0.6","0.8","0.4","48"
"52","Leg Curl","isolation","hamstrings","posterior lower","[]","low","beginner","False","False","False","reps","['hypertrophy']","['machine']","","[]","leg_curl","","Bodybuilding","[]","0.19999999999999998","0.5","0.2","12"
"53","Leg Extension","isolation","quadriceps","anterior lower","[]","low","beginner","False","False","False","reps","['hypertrophy']","['machine']","","[]","leg_extension","","Bodybuilding","[]","0.19999999999999998","0.5","0.2","12"
